FrameworkName,D_is,D_fs,D_isfs,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,Unitcell_volume,Density,AV_Volume_fraction,AV_cm^3/g,NAV_Volume_fraction,NAV_cm^3/g,n_pockets
FUNBAS,6.30412,4.59254,6.30412,1631.52,1469.28,0.0,0.0,2516.73,1.11042,0.10415,0.0937937,0.0,0.0,0
PIDMEV,7.7619,4.42953,7.71379,1970.28,1908.12,0.0,0.0,3038.85,1.03258,0.18071,0.175009,0.0,0.0,0
NARTUX,5.01316,2.44331,5.01316,0.0,0.0,436.394,311.769,4160.58,1.39973,0.0,0.0,0.01718,0.0122738,6
HAJLIO,5.88281,3.51824,5.84321,522.61,383.532,0.0,0.0,2019.93,1.36262,0.02867,0.0210403,0.0,0.0,0
GAYFOD,5.97544,5.52117,5.96891,1859.5,1614.06,0.0,0.0,569.382,1.15207,0.143175,0.124277,0.0,0.0,0
DOTTUC,4.62986,4.25621,4.62986,1207.87,1052.84,0.0,0.0,2541.93,1.14726,0.05328,0.0464412,0.0,0.0,0
VUNCAJ,3.5791,2.77239,3.5791,0.0,0.0,383.712,241.961,1200.24,1.58584,0.0,0.0,0.00547,0.00344927,4
XEDPON,7.48304,4.32366,7.48304,2364.35,2082.75,0.0,0.0,1079.5,1.13521,0.159475,0.140481,0.0,0.0,0
LIWXIZ,4.12479,3.66059,4.09285,236.844,145.302,0.0,0.0,1473.69,1.63001,0.006615,0.00405825,0.0,0.0,0
XENKIM,7.33298,6.02061,7.33229,2334.72,2840.16,0.0,0.0,5418.27,0.822036,0.260575,0.316987,0.0,0.0,0
PEMRIK,6.31603,3.45605,6.31603,1616.17,1363.53,0.0,0.0,3823.23,1.18528,0.092085,0.0776902,0.0,0.0,0
REYPIW,5.40721,5.27542,5.40721,1740.91,1470.08,0.0,0.0,1364.15,1.18423,0.110135,0.0930013,0.0,0.0,0
TISKOW,6.20785,2.95239,6.20785,1222.71,784.693,0.0,0.0,2912.1,1.5582,0.066945,0.0429629,0.0,0.0,1
XOVVEK,4.5587,3.32854,4.54868,980.405,613.582,0.0,0.0,1582.29,1.59784,0.03357,0.0210096,0.0,0.0,0
DIDDOK,9.60031,8.17399,9.60031,2700.99,5136.51,0.0,0.0,5213.21,0.525842,0.420165,0.799033,0.0,0.0,0
XEDLUN,5.03615,3.51292,5.0361,2152.13,2429.08,0.0,0.0,2430.19,0.885985,0.08315,0.0938504,0.0,0.0,0
UVARIT,4.76443,3.17403,4.76443,849.836,692.837,0.0,0.0,1391.32,1.2266,0.02516,0.0205119,0.0,0.0,0
GITWIQ,5.04878,3.98781,4.84113,1301.71,838.321,0.0,0.0,3096.22,1.55276,0.056755,0.036551,0.0,0.0,0
PEGCAH,4.41751,3.55963,4.32894,1066.21,756.59,0.0,0.0,2277.23,1.40923,0.03594,0.0255033,0.0,0.0,0
XOKHAH,3.76094,3.05778,3.73213,523.478,334.237,0.0,0.0,5124.39,1.56619,0.00718,0.00458438,0.0,0.0,0
TESGUU,4.82436,3.58268,4.81961,1141.38,594.126,0.0,0.0,1612.12,1.92111,0.042275,0.0220055,0.0,0.0,0
ZnHBDC,9.54884,7.69489,9.54884,2043.47,2357.61,0.0,0.0,2134.76,0.866753,0.283005,0.326512,0.0,0.0,0
QAVWAN,6.3577,4.74176,6.3577,1787.0,1561.32,0.0,0.0,2157.01,1.14455,0.0906,0.0791579,0.0,0.0,0
SADMUH,7.87522,7.3626,7.87522,2070.07,2104.29,0.0,0.0,796.596,0.983737,0.2275,0.231261,0.0,0.0,0
LUPHIN,5.12922,2.56897,5.06085,0.0,0.0,1159.25,558.053,2050.39,2.07732,0.0,0.0,0.04901,0.0235929,2
KIDDOS,5.19881,3.52628,5.19881,1665.13,1238.21,0.0,0.0,4315.92,1.34479,0.071775,0.0533726,0.0,0.0,0
PURJES,6.1741,5.21501,6.1741,1747.16,1620.09,0.0,0.0,2289.09,1.07844,0.12097,0.112172,0.0,0.0,0
SULKIU,5.12422,3.08346,4.51173,1474.71,1170.19,0.0,0.0,5845.09,1.26023,0.057085,0.0452971,0.0,0.0,0
RETBEZ,5.68464,3.76492,5.67906,1121.4,823.416,0.0,0.0,5145.16,1.36188,0.06453,0.0473829,0.0,0.0,0
WIHCUM,3.39664,3.07125,3.39664,178.953,104.025,0.0,0.0,699.582,1.72029,0.001805,0.00104924,0.0,0.0,0
PARHEW,7.38605,6.67234,7.38605,2797.68,4424.43,0.0,0.0,1934.94,0.632325,0.289035,0.457099,0.0,0.0,0
HICVOG,4.78823,4.34338,4.74662,1790.18,1424.78,0.0,0.0,2971.51,1.25646,0.07588,0.0603919,0.0,0.0,0
KIXXOG,3.83742,2.67446,3.83742,0.0,0.0,1153.35,984.396,1441.4,1.17163,0.0,0.0,0.025825,0.0220419,4
WUCRUH,4.31723,3.81301,4.31723,859.872,502.797,0.0,0.0,580.418,1.71018,0.02766,0.0161738,0.0,0.0,0
GIDKOU,4.78674,3.41448,4.67256,1202.75,689.067,0.0,0.0,3581.83,1.74547,0.042755,0.0244948,0.0,0.0,0
ISIMAZ,3.00707,2.46824,2.89927,0.0,0.0,21.7778,15.1927,2079.49,1.43344,0.0,0.0,4e-05,2.79049e-05,20
HIFTOG02,7.88297,4.15104,7.88297,2453.03,2118.46,5.32697,4.60042,4416.37,1.15793,0.13888,0.119938,3.5e-05,3.02264e-05,2
ZIF-77,5.04877,3.98778,4.84113,1303.98,839.782,0.0,0.0,3096.21,1.55277,0.056755,0.0365509,0.0,0.0,0
GALCAZ,7.51924,6.97754,7.50411,1325.03,1129.0,0.0,0.0,4218.32,1.17363,0.14813,0.126215,0.0,0.0,0
VACFUB,8.50715,8.34107,8.50715,1174.29,994.71,0.0,0.0,1306.43,1.18054,0.16787,0.142198,0.0,0.0,0
JASNEX,3.25556,2.72372,3.23347,0.0,0.0,249.415,166.758,794.17,1.49567,0.0,0.0,0.002105,0.0014074,4
QUDJOP,6.19638,4.53832,6.17045,2116.09,2000.24,0.0,0.0,2088.3,1.05792,0.14464,0.136721,0.0,0.0,0
XECBUD,6.78072,5.12599,6.75642,2325.15,2345.95,0.0,0.0,1364.93,0.991134,0.217165,0.219108,0.0,0.0,0
GELJAJ,4.01632,2.59819,4.00607,0.0,0.0,594.996,420.299,3375.59,1.41565,0.0,0.0,0.013435,0.00949034,8
BUVYEX,7.01349,5.55881,7.01349,963.231,794.961,0.0,0.0,4113.89,1.21167,0.076165,0.0628596,0.0,0.0,0
GERNOI,6.93892,3.80818,6.45255,1619.12,1527.73,0.0,0.0,5206.9,1.05982,0.10645,0.100441,0.0,0.0,0
IJEXUR,5.05755,2.858,5.05755,889.075,602.256,0.0,0.0,1612.94,1.47624,0.038105,0.0258122,0.0,0.0,1
PASMUT,5.21671,3.87145,5.2007,2046.89,1409.35,0.0,0.0,2462.0,1.45236,0.10763,0.0741068,0.0,0.0,0
GEGSIW,7.85804,2.85449,7.85804,1480.91,1369.71,0.0,0.0,3320.35,1.08118,0.138875,0.128447,0.0,0.0,0
CAXVII,11.60285,10.81428,11.60285,1678.83,1493.64,0.0,0.0,1355.29,1.12398,0.336025,0.298959,0.0,0.0,0
PIDMEV01,7.72003,4.28453,7.71744,1962.57,1854.36,0.0,0.0,2964.83,1.05835,0.171105,0.161671,0.0,0.0,0
PEQHUQ,5.29265,2.63691,5.29265,0.0,0.0,896.566,597.554,4082.03,1.50039,0.0,0.0,0.038335,0.02555,12
TEDSIG,5.45758,3.35688,5.43888,1397.85,1212.2,0.0,0.0,2279.17,1.15314,0.067005,0.0581064,0.0,0.0,0
GIZJOP,5.3179,2.78115,5.29436,0.0,0.0,1313.73,1106.79,4466.25,1.18697,0.0,0.0,0.052025,0.0438302,7
MOGVAG,3.92444,2.6298,3.92444,0.0,0.0,248.626,122.534,1229.11,2.02904,0.0,0.0,0.00525,0.00258743,9
MATVAF,7.15643,5.90901,7.14557,2285.53,2603.14,0.0,0.0,3705.11,0.87799,0.218805,0.249211,0.0,0.0,0
VEJYUF01,5.23877,2.60028,5.19387,0.0,0.0,1184.21,976.922,4373.32,1.21219,0.0,0.0,0.04885,0.040299,16
ODUNEH,6.66002,5.04848,6.5984,2392.77,2479.78,0.0,0.0,4542.55,0.964914,0.187875,0.194706,0.0,0.0,0
KINHAS,4.54337,3.76529,4.54337,1004.47,772.094,0.0,0.0,1419.32,1.30097,0.039235,0.0301582,0.0,0.0,0
ECUTON,3.86672,2.51427,3.85141,0.0,0.0,371.087,252.819,1967.27,1.4678,0.0,0.0,0.005535,0.00377095,4
OGAGEJ,5.64492,5.21899,5.64485,2220.55,2097.55,0.0,0.0,3068.15,1.05864,0.152935,0.144464,0.0,0.0,0
WAFKAQ,8.03491,5.5164,8.03491,2377.38,2608.37,0.0,0.0,2183.49,0.911443,0.25544,0.280259,0.0,0.0,0
MOYNEU,4.54965,3.36079,4.48899,630.821,474.572,0.0,0.0,4015.32,1.32924,0.01717,0.0129171,0.0,0.0,0
QIFLUO,4.97233,3.59683,4.96592,1598.57,1261.25,0.0,0.0,2898.78,1.26745,0.065025,0.051304,0.0,0.0,0
JASNAT,4.78374,3.98828,4.76573,1464.74,1172.91,2.77635,2.22321,1636.07,1.2488,0.06003,0.04807,0.0,0.0,2
KIGCEK,10.39364,10.27787,10.39364,1477.27,1490.99,0.0,0.0,2761.47,0.990795,0.23921,0.241432,0.0,0.0,0
XOQXEH,5.17553,3.13265,4.94244,847.996,556.229,0.0,0.0,3189.76,1.52455,0.02803,0.0183858,0.0,0.0,0
VEJYUF02,5.13877,2.49006,5.0865,0.0,0.0,1124.42,902.112,4253.19,1.24643,0.0,0.0,0.046615,0.0373989,16
PUQHIT,4.11931,2.80454,4.11931,810.654,543.878,0.0,0.0,1261.47,1.49051,0.01945,0.0130493,0.0,0.0,0
FEFDAX,7.78612,6.37885,7.6796,2334.49,2817.49,0.0,0.0,3091.73,0.828568,0.2672,0.322484,0.0,0.0,0
LOWPUI,5.89625,5.01412,5.89625,1649.01,1277.06,0.0,0.0,628.9,1.29126,0.10777,0.0834612,0.0,0.0,0
CATART03,3.52552,2.45245,3.51752,0.0,0.0,492.864,369.66,937.311,1.33329,0.0,0.0,0.00662,0.00496516,4
HIFGOU,5.85401,4.72992,5.85401,864.942,783.385,315.672,285.907,1636.13,1.10411,0.05872,0.0531832,0.01007,0.00912048,1
PIXHOV,4.83068,3.84033,4.83068,1395.9,1231.92,0.0,0.0,1506.11,1.13311,0.068615,0.0605544,0.0,0.0,0
HIFWAV,6.82644,4.81311,6.7091,1669.67,1462.25,0.0,0.0,5803.4,1.14185,0.126155,0.110483,0.0,0.0,0
TAPHOJ,3.98582,2.55144,3.98582,0.0,0.0,334.914,233.757,2679.28,1.43274,0.0,0.0,0.00597,0.00416684,8
XIDBUJ,7.40475,6.25511,7.40475,1677.43,1531.31,0.658962,0.601561,2338.56,1.09542,0.136105,0.124249,0.0,0.0,4
NAYZUK,9.71291,7.59917,9.71291,1466.3,1101.24,0.0,0.0,3441.97,1.3315,0.15832,0.118903,0.0,0.0,0
BEPNUH,10.32563,10.2098,10.32563,1222.49,1048.73,50.6803,43.4767,2773.47,1.16569,0.214295,0.183835,0.000225,0.000193019,6
CANRUG,6.57321,4.9271,6.57235,2237.77,2529.8,0.0,0.0,4277.38,0.884567,0.14033,0.158643,0.0,0.0,0
AYUWUM,4.54144,3.13863,4.54144,966.303,767.01,0.0,0.0,2607.12,1.25983,0.03085,0.0244874,0.0,0.0,0
MIL-88A-dry,5.16918,2.38237,5.16792,0.0,0.0,1128.76,727.559,1228.09,1.55144,0.0,0.0,0.044905,0.0289441,4
LACGAZ,4.56845,2.51115,4.50302,0.0,0.0,924.256,782.061,2070.0,1.18182,0.0,0.0,0.029785,0.0252026,2
MIZJUB,6.38416,5.99853,6.3841,2797.6,3224.56,0.0,0.0,5115.43,0.867592,0.18872,0.217522,0.0,0.0,0
RURQEB,4.27619,2.89993,4.24705,655.68,364.083,0.0,0.0,1113.34,1.80091,0.019295,0.010714,0.0,0.0,0
REYCOP,3.95649,3.16913,3.85297,859.836,718.285,1.80856,1.51083,3134.66,1.19707,0.017245,0.014406,0.0,0.0,4
KAYCIY,5.92381,4.85823,5.90445,2157.54,2208.1,0.0,0.0,2092.18,0.977102,0.17439,0.178477,0.0,0.0,0
XEXLOD,7.18877,6.831,7.15894,1578.83,1341.21,0.0,0.0,2401.85,1.17716,0.167205,0.142041,0.0,0.0,0
NIHBEM02,5.01891,3.78432,5.01891,1277.83,750.399,0.0,0.0,1707.04,1.70287,0.054345,0.0319138,0.0,0.0,0
PEGCEL,4.60881,3.89017,4.60881,1148.85,840.753,0.0,0.0,2348.51,1.36646,0.042165,0.0308572,0.0,0.0,0
RUFMUA,3.9762,2.77166,3.9762,0.0,0.0,737.184,485.821,543.233,1.5174,0.0,0.0,0.016085,0.0106004,1
ISOHEE,8.55224,6.29163,8.55224,2064.34,2436.49,0.0,0.0,1562.79,0.84726,0.25549,0.301549,0.0,0.0,0
VEJYIT01,6.55973,5.0687,6.54696,2394.47,2598.92,0.0,0.0,5753.94,0.921332,0.19543,0.212117,0.0,0.0,0
OBUFEX,5.14759,4.35938,5.14759,1952.46,1775.18,0.0,0.0,2371.31,1.09987,0.09712,0.0883015,0.0,0.0,0
XUYXAR,4.42154,3.80283,4.41516,932.79,617.357,0.0,0.0,2695.58,1.51094,0.03024,0.020014,0.0,0.0,0
HAXJEX,3.71072,3.23507,3.71072,397.796,235.3,0.0,0.0,2067.01,1.69059,0.00656,0.00388029,0.0,0.0,0
BERGAI,5.28761,2.67572,5.28761,0.0,0.0,887.685,592.929,4090.96,1.49712,0.0,0.0,0.03731,0.0249212,12
HABRIN,3.86703,2.43469,3.5403,0.0,0.0,331.93,225.47,2442.23,1.47217,0.0,0.0,0.0055,0.00373598,4
NIHBIQ02,5.38184,3.95166,5.36146,1417.06,870.163,0.0,0.0,1784.98,1.6285,0.068345,0.041968,0.0,0.0,0
UMEXUF,5.96732,4.46538,5.9489,1749.33,1077.59,0.0,0.0,1761.84,1.62337,0.13842,0.085267,0.0,0.0,0
IXURID,5.42414,4.17526,5.42124,1961.59,1704.92,0.0,0.0,1859.55,1.15055,0.106645,0.0926903,0.0,0.0,0
DAXNOG,5.56922,5.12652,5.56922,1691.71,1328.71,0.0,0.0,598.654,1.2732,0.107035,0.0840676,0.0,0.0,0
HAJLUA,5.93834,3.59786,5.93834,540.811,401.705,0.0,0.0,2044.44,1.34629,0.030675,0.0227849,0.0,0.0,0
YUSGID,4.4966,3.71515,4.45873,1065.16,737.036,0.0,0.0,1551.9,1.44519,0.03795,0.0262595,0.0,0.0,0
MOF-1-Dybtsev-dmol,9.35639,7.5759,9.11637,2281.85,2760.93,0.0,0.0,1147.61,0.82648,0.28044,0.339319,0.0,0.0,0
KEWZOD,8.2616,4.77363,8.2616,2232.83,2653.16,0.0,0.0,3130.94,0.841576,0.24215,0.287734,0.0,0.0,0
YARSAN,5.04398,3.94641,5.02513,1143.17,883.085,0.0,0.0,3947.63,1.29452,0.054215,0.0418804,0.0,0.0,0
SICDAL,2.83865,2.57119,2.83865,0.0,0.0,0.620381,0.362424,486.681,1.71176,0.0,0.0,0.0,0.0,2
NIKYOW01,4.61161,3.58405,4.59865,1097.77,614.54,0.0,0.0,1627.28,1.78633,0.03832,0.0214518,0.0,0.0,0
PEGBUA,4.24178,3.44241,4.23659,961.836,673.519,0.0,0.0,2247.17,1.42808,0.02828,0.0198029,0.0,0.0,0
POJTOY01,2.78157,2.47684,2.78157,0.0,0.0,0.0,0.0,892.412,1.75623,0.0,0.0,0.0,0.0,0
IBUYAH,4.28353,4.03476,4.28353,426.016,284.976,7.90373,5.28706,3662.99,1.49492,0.014355,0.00960253,1.5e-05,1.0034e-05,4
MAZSUD,5.33307,3.93087,5.33307,2429.56,2100.57,0.0,0.0,948.298,1.15662,0.11328,0.0979406,0.0,0.0,0
RAHBUZ,6.80616,5.48586,6.79539,2261.24,1975.26,0.0,0.0,2547.25,1.14478,0.194795,0.170159,0.0,0.0,0
LAZJAZ,5.54191,3.38524,5.00952,843.12,662.09,0.0,0.0,1217.26,1.27342,0.033625,0.0264052,0.0,0.0,0
VEMMAC,7.0981,6.10196,7.04022,2619.2,2968.77,0.0,0.0,1567.27,0.882251,0.23458,0.265888,0.0,0.0,0
KOMHAW,4.30719,2.83423,4.30719,1057.02,631.985,0.0,0.0,1473.11,1.67254,0.02364,0.0141342,0.0,0.0,0
HENYUV,4.33819,2.97954,4.33146,955.612,616.786,0.0,0.0,983.826,1.54934,0.023475,0.0151516,0.0,0.0,0
JITPOS,5.87355,4.84468,5.87071,1384.89,964.967,0.0,0.0,6688.83,1.43517,0.088695,0.061801,0.0,0.0,0
SAHYOQ04,15.08795,7.9352,15.08795,2244.38,3807.16,0.0,0.0,4337.33,0.589515,0.499935,0.848045,0.0,0.0,0
ATOXEN,4.55968,3.64615,4.5327,906.065,683.974,4.19798,3.16899,1612.66,1.32471,0.025585,0.0193137,1e-05,7.54884e-06,2
OSOMIT,4.61762,2.46616,4.61012,0.0,0.0,569.113,364.791,1913.2,1.56011,0.0,0.0,0.01949,0.0124927,2
LIHRIE,3.80682,2.47646,3.8057,0.0,0.0,540.589,259.112,687.183,2.08632,0.0,0.0,0.00837,0.00401185,4
KEDQAN,6.47084,4.69781,6.47084,1164.94,937.754,0.0,0.0,4012.28,1.24227,0.073025,0.0587835,0.0,0.0,0
ASACON,6.40616,5.08657,6.3959,1220.36,686.249,0.0,0.0,2964.91,1.7783,0.08721,0.0490412,0.0,0.0,0
KAVROQ,5.56636,2.87136,5.26257,1077.55,568.239,0.0,0.0,3266.42,1.8963,0.051325,0.0270659,0.0,0.0,0
WAYMIU,7.34155,6.89988,7.34155,1943.85,1986.14,0.0,0.0,706.168,0.978708,0.194445,0.198675,0.0,0.0,0
RAQVEM,4.14606,3.13681,4.12069,413.491,299.207,4.70336,3.40341,3430.38,1.38196,0.010125,0.00732657,5e-06,3.61806e-06,10
EMITUQ,7.79889,5.62107,7.77313,1951.18,2002.17,3.57428,3.66768,6076.17,0.974534,0.19748,0.202641,1e-05,1.02613e-05,4
MATVEJ,8.53091,6.65914,8.53091,2424.02,3385.43,0.0,0.0,4784.81,0.716016,0.319955,0.446855,0.0,0.0,0
HEGJUZ,6.22529,4.73915,6.22421,1649.98,1513.3,0.0,0.0,6536.66,1.09032,0.11563,0.106052,0.0,0.0,0
QOMFAA,5.35735,4.20957,5.26731,2029.19,1875.55,0.0,0.0,965.742,1.08192,0.10217,0.0944344,0.0,0.0,0
IBICED,10.07018,9.94208,10.07018,1146.01,934.812,0.0,0.0,2865.18,1.22593,0.194215,0.158423,0.0,0.0,0
TIRLIQ,5.16708,4.02438,5.14791,1219.11,906.392,2.78974,2.07413,4181.41,1.34501,0.05159,0.0383565,0.0,0.0,6
GIYTIS,6.15959,5.08946,6.14209,2474.94,2579.19,0.140931,0.146868,1382.1,0.959578,0.2046,0.213219,0.0,0.0,1
XENMIO,4.28482,3.43605,4.26976,1026.66,635.884,0.0,0.0,1207.01,1.61453,0.036885,0.0228456,0.0,0.0,0
QONQEQ,7.40291,6.99895,7.40291,1955.25,2070.17,0.0,0.0,731.752,0.94449,0.1995,0.211225,0.0,0.0,0
SETQUF,7.79585,7.23477,7.79585,2050.84,2066.6,0.0,0.0,1579.33,0.992375,0.226885,0.228628,0.0,0.0,0
TEVZUQ,4.84681,3.6521,4.84681,1194.03,630.167,0.0,0.0,1634.52,1.89478,0.04685,0.0247259,0.0,0.0,0
WEBKOF,9.58186,6.48111,9.58186,2596.06,3040.91,0.0,0.0,4466.72,0.853712,0.315105,0.3691,0.0,0.0,0
REGREC,7.78665,6.48187,7.78665,2582.6,2870.62,0.0,0.0,4506.56,0.899667,0.316155,0.351413,0.0,0.0,0
PURSOK,4.44828,3.48673,4.44828,1717.0,1268.85,0.0,0.0,844.895,1.3532,0.048685,0.0359777,0.0,0.0,0
TEQPAI,6.00734,3.70386,5.68806,2033.3,1707.69,0.0,0.0,5803.96,1.19067,0.10954,0.0919985,0.0,0.0,0
QOKCID,4.29842,3.87051,4.29842,595.578,347.281,0.0,0.0,1148.64,1.71497,0.02311,0.0134754,0.0,0.0,0
TEPGUS,4.96082,3.85849,4.96082,1297.53,1003.41,0.0,0.0,1729.11,1.29312,0.055665,0.0430471,0.0,0.0,0
NEHNEV01,5.0058,3.67388,5.00532,755.584,546.613,0.0,0.0,1635.31,1.3823,0.029105,0.0210555,0.0,0.0,0
FUNBEW,11.16014,9.18662,11.10962,2305.2,3447.22,0.0,0.0,2481.37,0.668714,0.396355,0.592712,0.0,0.0,0
SUJREV,4.09412,3.04808,3.93219,1164.22,953.141,0.0,0.0,4216.64,1.22146,0.024555,0.020103,0.0,0.0,0
GUYLUI,4.74374,3.84472,4.72455,683.945,445.394,2.27704,1.48284,1711.82,1.5356,0.027915,0.0181786,5e-06,3.25607e-06,2
YUBFOR,8.69265,4.94745,8.69265,1725.97,1440.54,0.0,0.0,1342.99,1.19814,0.159265,0.132927,0.0,0.0,0
FIJCUX01,7.34002,6.13055,7.33722,1845.61,1508.77,0.0,0.0,4548.2,1.22326,0.18776,0.153492,0.0,0.0,0
MAFZOK,4.49041,2.53181,4.48098,0.0,0.0,893.61,444.729,698.42,2.00933,0.0,0.0,0.026835,0.0133552,1
WALBOC02,4.1969,2.99285,4.17717,1094.82,643.682,0.0,0.0,3006.54,1.70087,0.0258,0.0151687,0.0,0.0,0
RAPYUE,8.10165,5.74476,7.96111,2753.26,3212.65,0.0,0.0,2898.12,0.857006,0.320795,0.37432,0.0,0.0,0
XOVVIO,4.51219,3.10979,4.50726,892.85,540.524,0.0,0.0,1594.92,1.65182,0.021725,0.0131521,0.0,0.0,0
BENXUP,4.10218,3.42336,4.09595,1291.39,876.529,0.0,0.0,1439.42,1.4733,0.032195,0.0218523,0.0,0.0,0
WALBOC,4.17363,2.9644,4.17363,1071.19,628.882,0.0,0.0,3002.22,1.70332,0.024655,0.0144747,0.0,0.0,0
UWELIS,5.99371,4.57547,5.83222,2653.35,2786.86,0.0,0.0,2439.06,0.952092,0.161035,0.169138,0.0,0.0,0
GOGWAB,4.95936,4.07145,4.95936,2436.47,2292.51,0.0,0.0,1086.35,1.0628,0.139295,0.131065,0.0,0.0,0
NIHBEM01,4.87963,3.68372,4.87963,1199.31,689.07,0.0,0.0,1670.14,1.74048,0.046715,0.0268403,0.0,0.0,0
NIKZEN02,4.94738,3.78699,4.94738,1277.88,751.531,0.0,0.0,1709.54,1.70037,0.054535,0.0320724,0.0,0.0,0
QAQSAD,5.24683,3.85843,5.23776,1696.68,1389.08,0.0,0.0,1140.21,1.22144,0.07507,0.0614604,0.0,0.0,0
QIFLOI,5.67402,3.53015,5.67302,995.491,717.486,400.944,288.975,4701.77,1.38747,0.033985,0.0244942,0.016235,0.0117011,4
MECLEL,6.56223,2.85573,6.56223,1467.69,849.248,0.0,0.0,1515.64,1.72822,0.08903,0.0515154,0.0,0.0,0
XADGAM,5.02813,3.93675,5.02538,789.158,659.683,332.686,278.103,2552.86,1.19627,0.03672,0.0306954,0.01184,0.00989744,2
MIBQAR16,15.00006,7.9611,15.00006,2229.33,3733.87,0.0,0.0,4282.55,0.597056,0.50533,0.846369,0.0,0.0,0
HESVOR,4.41466,3.00485,4.41466,1004.46,650.424,0.0,0.0,987.026,1.54432,0.02553,0.0165316,0.0,0.0,0
RAPYOY,6.23016,5.75241,6.23016,2730.4,2963.79,0.0,0.0,2854.82,0.921251,0.27239,0.295674,0.0,0.0,0
IBOTAU,6.68004,2.91754,6.68004,1731.42,828.793,0.0,0.0,816.763,2.08909,0.12299,0.0588727,0.0,0.0,0
OWAVOY,8.02011,4.26959,7.97315,2406.7,2384.64,0.0,0.0,4966.05,1.00925,0.19179,0.190032,0.0,0.0,0
LIKFOB,4.37966,3.37801,4.37966,1594.53,1004.62,0.0,0.0,398.499,1.5872,0.048945,0.0308374,0.0,0.0,0
KAFYAT,3.68992,2.80806,3.653,194.445,119.09,582.973,357.048,2118.34,1.63276,0.00332,0.00203337,0.008975,0.00549683,4
FECZAQ,8.50021,5.35603,8.50021,2507.09,2547.64,0.0,0.0,5710.19,0.984083,0.202625,0.205902,0.0,0.0,0
CAXWIJ,11.51921,10.74275,11.51921,1697.9,1485.48,0.0,0.0,1332.73,1.143,0.33325,0.291556,0.0,0.0,0
SABVOH01,6.49159,6.20622,6.49159,1829.73,1818.89,0.0,0.0,1374.08,1.00596,0.16837,0.167373,0.0,0.0,0
BOLPEY,7.16659,5.73903,7.15989,2324.74,2611.26,0.0,0.0,4112.6,0.890275,0.234785,0.263722,0.0,0.0,1
WERKUZ,3.65332,2.97956,3.64317,299.552,168.009,0.0,0.0,1576.09,1.78295,0.00399,0.00223786,0.0,0.0,0
NIRDOI,3.72517,2.74753,3.7047,0.0,0.0,331.609,224.024,4227.87,1.48024,0.0,0.0,0.004295,0.00290157,4
IJANEN,4.00254,2.88482,4.00254,832.492,588.181,0.0,0.0,2165.25,1.41537,0.018365,0.0129754,0.0,0.0,0
ODODIW,7.22618,4.59373,7.22618,2225.79,2304.22,0.0,0.0,2368.84,0.965963,0.21031,0.217721,0.0,0.0,0
YARKEJ,5.09087,4.02557,5.06345,1219.15,998.527,0.0,0.0,2288.9,1.22095,0.0491,0.0402147,0.0,0.0,0
QATHIE,4.86697,2.68325,4.86697,0.0,0.0,1284.81,1115.25,1042.63,1.15203,0.0,0.0,0.046925,0.0407323,1
YARFII,5.60638,3.64289,5.59874,1729.05,1663.63,0.0,0.0,2989.64,1.03932,0.080675,0.0776226,0.0,0.0,0
KEXKAB,4.09177,3.26763,4.07647,883.256,595.463,0.0,0.0,2198.92,1.48331,0.02076,0.0139957,0.0,0.0,0
UVUPOR,6.87637,4.98201,6.87637,1647.22,1606.8,263.022,256.568,4118.06,1.02516,0.12762,0.124488,0.00987,0.00962781,1
MEJQID,4.95338,3.66569,4.91383,1567.87,1287.71,0.0,0.0,1754.5,1.21757,0.06884,0.056539,0.0,0.0,0
MIBQAR18,14.9999,7.96708,14.97357,2228.69,3728.19,0.0,0.0,4277.26,0.597794,0.505735,0.846002,0.0,0.0,0
BEKSAM,4.03474,3.3801,4.0216,766.774,264.575,0.0,0.0,871.475,2.89814,0.01842,0.0063558,0.0,0.0,0
COMDOY,6.12061,5.53928,6.10846,1807.28,1473.0,0.0,0.0,678.991,1.22694,0.13893,0.113233,0.0,0.0,0
VONBUW,4.78685,2.90353,4.78685,604.456,450.126,0.0,0.0,3195.01,1.34286,0.02042,0.0152064,0.0,0.0,0
WAYMEQ,7.00572,6.70045,7.00572,1890.3,1938.72,0.0,0.0,705.404,0.975024,0.182295,0.186965,0.0,0.0,0
PURQEZ,4.01335,3.33782,3.83874,1431.81,1140.5,0.0,0.0,1563.52,1.25543,0.02564,0.0204234,0.0,0.0,0
UJAQUS,7.15939,6.10118,7.07981,2336.91,2361.21,0.0,0.0,3470.03,0.989707,0.21932,0.221601,0.0,0.0,0
ZIF-2,6.4229,5.28654,6.4229,2359.58,2539.98,0.0,0.0,5706.62,0.928973,0.191595,0.206244,0.0,0.0,0
DAXKOE,4.47299,2.92632,4.45124,1187.3,812.076,0.0,0.0,1015.37,1.46205,0.031805,0.0217536,0.0,0.0,0
PUSDOX,7.16088,5.6335,7.16088,1606.61,1453.16,0.0,0.0,4946.88,1.1056,0.13298,0.120279,0.0,0.0,0
YEKXET,6.4533,5.02363,5.80415,2521.94,2559.85,0.0,0.0,5195.29,0.985188,0.22357,0.226931,0.0,0.0,0
KAYBUJ,5.49315,5.23582,5.46639,1653.57,1384.76,0.0,0.0,1141.3,1.19412,0.118765,0.0994583,0.0,0.0,0
